name,size,about
EPS 50,1,An introduction to the physical and chemical processes that have shaped the ear...
EPS 101,1,"Geological mapping, field observation, and problem-solving in the Berkeley hill..."
EPS 102,1,Formation and evolution of the earth. Nucleosynthesis; formation of the solar s...
EPS 116,1,Introduction to the geometry and mechanics of brittle and ductile geologic stru...
EPS 118,1,"Advanced geological mapping, intensive field observation, and problem solving i..."
EPS 119,1,Two to four weekend field trips to localities of geological interest....
EPS C182,1,"Fluid dynamics, radiative transfer, and the kinetics, spectroscopy, and measure..."
EPS 50,1,An introduction to the physical and chemical processes that have shaped the ear...
EPS 101,1,"Geological mapping, field observation, and problem-solving in the Berkeley hill..."
EPS 102,1,Formation and evolution of the earth. Nucleosynthesis; formation of the solar s...
EPS 116,1,Introduction to the geometry and mechanics of brittle and ductile geologic stru...
EPS 118,1,"Advanced geological mapping, intensive field observation, and problem solving i..."
EPS 119,1,Two to four weekend field trips to localities of geological interest....
EPS C182,1,"Fluid dynamics, radiative transfer, and the kinetics, spectroscopy, and measure..."
EPS 50,1,An introduction to the physical and chemical processes that have shaped the ear...
EPS 101,1,"Geological mapping, field observation, and problem-solving in the Berkeley hill..."
EPS 102,1,Formation and evolution of the earth. Nucleosynthesis; formation of the solar s...
EPS 116,1,Introduction to the geometry and mechanics of brittle and ductile geologic stru...
EPS 118,1,"Advanced geological mapping, intensive field observation, and problem solving i..."
EPS 119,1,Two to four weekend field trips to localities of geological interest....
EPS C182,1,"Fluid dynamics, radiative transfer, and the kinetics, spectroscopy, and measure..."
EPS 50,1,An introduction to the physical and chemical processes that have shaped the ear...
EPS 101,1,"Geological mapping, field observation, and problem-solving in the Berkeley hill..."
EPS 102,1,Formation and evolution of the earth. Nucleosynthesis; formation of the solar s...
EPS 116,1,Introduction to the geometry and mechanics of brittle and ductile geologic stru...
EPS 118,1,"Advanced geological mapping, intensive field observation, and problem solving i..."
EPS 119,1,Two to four weekend field trips to localities of geological interest....
EPS C182,1,"Fluid dynamics, radiative transfer, and the kinetics, spectroscopy, and measure..."
EPS 50,1,An introduction to the physical and chemical processes that have shaped the ear...
EPS 101,1,"Geological mapping, field observation, and problem-solving in the Berkeley hill..."
EPS 102,1,Formation and evolution of the earth. Nucleosynthesis; formation of the solar s...
EPS 116,1,Introduction to the geometry and mechanics of brittle and ductile geologic stru...
EPS 118,1,"Advanced geological mapping, intensive field observation, and problem solving i..."
EPS 119,1,Two to four weekend field trips to localities of geological interest....
EPS C182,1,"Fluid dynamics, radiative transfer, and the kinetics, spectroscopy, and measure..."
EPS 50,1,An introduction to the physical and chemical processes that have shaped the ear...
EPS 101,1,"Geological mapping, field observation, and problem-solving in the Berkeley hill..."
EPS 102,1,Formation and evolution of the earth. Nucleosynthesis; formation of the solar s...
EPS 116,1,Introduction to the geometry and mechanics of brittle and ductile geologic stru...
EPS 118,1,"Advanced geological mapping, intensive field observation, and problem solving i..."
EPS 119,1,Two to four weekend field trips to localities of geological interest....
EPS C182,1,"Fluid dynamics, radiative transfer, and the kinetics, spectroscopy, and measure..."
